
////////////////////////////////////////////////////////////////////////////////////////////////////////
////////////////////////////////////////////////////////////////////////////////////////////////////////
////////////////////////////////////////////////////////////////////////////////////////////////////////
//
//						HEROES
//
////////////////////////////////////////////////////////////////////////////////////////////////////////
////////////////////////////////////////////////////////////////////////////////////////////////////////
////////////////////////////////////////////////////////////////////////////////////////////////////////

///////////////////////////////////////////////////////
// Aeronaut
///////////////////////////////////////////////////////

	"npc_dota_hero_shredder"    "Aeronaut"
	"npc_dota_hero_abaddon_hype"    "A supportive tank, Odin's claim to fame is his legendary spear, Gungnir. Capable of being cast globally, this has a short delay before landing and stunning and damaging anyone in the radius. Otherwise, he possesses a great escape tool in Sleipnir's Veil, a difficult to get around defense against right clickers in Oppression, and a powerful True Sight AoE spell that punishes invisible units in Eye of Truth."


	"DOTA_Tooltip_ability_odin_gods_eye"    "The Eye of Truth"
	"DOTA_Tooltip_ability_odin_gods_eye_description"    "Odin leers over a target area, granting vision and slowing, and damaging, silencing, rooting and muting invisible units.  Instantly kills illusions that wander into the radius."
	"DOTA_Tooltip_ability_odin_gods_eye_duration"    "DURATION:"
	"DOTA_Tooltip_ability_odin_gods_eye_radius"    "RADIUS:"
	"DOTA_Tooltip_ability_odin_gods_eye_bonus_movespeed"    "%SLOW"

	"DOTA_Tooltip_ability_odin_sleipnirs_veil"    "Sleipnir's Veil"
	"DOTA_Tooltip_ability_odin_sleipnirs_veil_description"    "Sleipnir whinnies and drags itself and its master into a veiled plane, rendering them invisible to enemies and granting them bonus movespeed.  Enemies that are passed through take damage and are slowed.  Can pass through enemies multiple times."
	"DOTA_Tooltip_ability_odin_sleipnirs_veil_duration"    "DURATION:"
	"DOTA_Tooltip_ability_odin_sleipnirs_veil_slow"    "%SLOW:"

	"DOTA_Tooltip_ability_odin_oppression"    "Oppression"
	"DOTA_Tooltip_ability_odin_oppression_description"    "With each of their strikes against Odin, his opponents despair, losing attack damage and attack speed."
	"DOTA_Tooltip_ability_odin_oppression_aspd"    "ATTACK SPEED REDUCTION:"
	"DOTA_Tooltip_ability_odin_oppression_damage"    "DAMAGE REDUCTION:"
	"DOTA_Tooltip_ability_odin_oppression_duration"    "DURATION:"

	"DOTA_Tooltip_ability_odin_gungnir"    "Gungnir"
	"DOTA_Tooltip_ability_odin_gungnir_description"    "Odin throws his spear at a target location globally.  After a 2s delay, the spear lands with destructive impact, dealing large Magical damage to all those unfortunate enough to be caught in the blast, and stunning them.  For a short while afterwards, Odin's attacks are far weaker and shorter range, until his spear returns to his person.\n\nUpgradable by Aghanim's Scepter."
	"DOTA_Tooltip_ability_odin_gungnir_aghanim_description"    "Increases damage and removes attack range and damage debuff."
	"DOTA_Tooltip_ability_odin_gungnir_scepter_damage"    "SCEPTER DAMAGE:"
	"DOTA_Tooltip_ability_odin_gungnir_arrow_stun"    "STUN DURATION:"

///////////////////////////////////////////////////////
// Ouroboros
///////////////////////////////////////////////////////

	"npc_dota_hero_jakiro"    "Ouroboros"
	"npc_dota_hero_jakiro_bio"    ""
	"npc_dota_hero_jakiro_hype"    "A sturdy and dependable nuker, Ouroboros is tanky and destructive, capable of disrupting fights and single handedly taking down most enemies, should they be struck by his slow moving skills. Possessing fire breath in the form of Searing Fire, a powerful stun in Nexus, scales that convert Magical damage he takes to Spell Amp and attack damage, and a devastating Ultimate that causes his Spells to be cast twice in quick succession."


	"DOTA_Tooltip_ability_special_bonus_ouroboros_1"    "+0.65s Nexus Stun"

	"DOTA_Tooltip_ability_special_bonus_ouroboros_2"    "+2 Diffusion Stacks"

	"DOTA_Tooltip_ability_special_bonus_ouroboros_3"    "+75 Searing Flame Damage"

	"DOTA_Tooltip_ability_special_bonus_ouroboros_4"    "-25% Dualcast Mana Cost"

	"DOTA_Tooltip_ability_special_bonus_ouroboros_5"    "+650 Searing Flame Cast Range"

	"DOTA_Tooltip_ability_special_bonus_ouroboros_6"    "Nexus is Pure and Pierces Spell Immunity"

	"DOTA_Tooltip_ability_ouroboros_searing_flame"    "Searing Flame"
	"DOTA_Tooltip_ability_ouroboros_searing_flame_description"    "Ouroboros unleashes an incredible whorl of superheated gases from his vesicles, dealing damage to, and crippling for a very short time, enemies caught in the cone."
	"DOTA_Tooltip_ability_ouroboros_searing_flame_aghanim_description"    "Increases slow and applies a stacking damage over time effect to targets hit."
	"DOTA_Tooltip_ability_ouroboros_searing_flame_slow"    "%SLOW:"
	"DOTA_Tooltip_ability_ouroboros_searing_flame_damage"    "DAMAGE:"
	"DOTA_Tooltip_ability_ouroboros_searing_flame_scepter_slow"    "%SCEPTER SLOW:"
	"DOTA_Tooltip_ability_ouroboros_searing_flame_scepter_dot"    "SCEPTER DOT:"
	"DOTA_Tooltip_ability_ouroboros_searing_flame_scepter_dot_duration"    "SCEPTER DOT DURATION:"
	"DOTA_Tooltip_ability_ouroboros_searing_flame_Note0"    "Travels past the max cast range by 125 units."
		"DOTA_Tooltip_modifier_searing_flame"    "Searing Flame Slow"
		"DOTA_Tooltip_modifier_searing_flame_description"    ""
		"DOTA_Tooltip_modifier_searing_flame_scepter_dot_display"    "Searing Flame Damage Over Time"
		"DOTA_Tooltip_modifier_searing_flame_scepter_dot_display_description"    ""

	"DOTA_Tooltip_ability_ouroboros_nexus"    "Nexus"
	"DOTA_Tooltip_ability_ouroboros_nexus_description"    "Summons a devastating concentrated blast of flame from the sky after a short delay, dealing massive damage to enemies caught in the AoE.  Stuns for a short time."
	"DOTA_Tooltip_ability_ouroboros_nexus_radius"    "RADIUS:"
	"DOTA_Tooltip_ability_ouroboros_nexus_delay"    "DELAY:"
	"DOTA_Tooltip_ability_ouroboros_nexus_stun"    "STUN DURATION:"

	"DOTA_Tooltip_ability_ouroboros_diffusion"    "Diffusion"
	"DOTA_Tooltip_ability_ouroboros_diffusion_description"    "As Ouroboros takes Magical damage, his scales diffuse its energies, converting it to life force. Increases Magic Resistance and Health and Mana regen based on the damage Ouroboros takes."
	"DOTA_Tooltip_ability_ouroboros_diffusion_Note0"    "Damage below or between the threshold of 100 still increases Magic Resistance, Health regen and Mana regen, but does not show as a buff stack."
	"DOTA_Tooltip_ability_ouroboros_diffusion_magic_res"    "%MAGIC RESISTANCE PER STACK:"
	"DOTA_Tooltip_ability_ouroboros_diffusion_health_regen"    "HEALTH REGEN PER STACK:"
	"DOTA_Tooltip_ability_ouroboros_diffusion_mana_regen"    "MANA REGEN PER STACK"
	"DOTA_Tooltip_ability_ouroboros_diffusion_max_stacks"    "MAXIMUM STACKS:"
	"DOTA_Tooltip_ability_ouroboros_diffusion_duration"    "DURATION:"
	"DOTA_Tooltip_ability_ouroboros_diffusion_per"    "DAMAGE FOR +1 STACK:"
		"DOTA_Tooltip_modifier_diffusion"    "Diffusion"
		"DOTA_Tooltip_modifier_diffusion_description"    "Converting incoming Magical damage to Magic Resistance, Health Regen and Mana Regen."

	"DOTA_Tooltip_ability_ouroboros_dualcast"    "Dualcast"
	"DOTA_Tooltip_ability_ouroboros_dualcast_description"    "Ouroboros takes advantage of his extra appendage and spellcasting prowess combined, casting Spells twice in quick succession, provided he has the mana to do so. Consumes a multiplier of the original Mana cost of the Spell for the second cast."
	"DOTA_Tooltip_ability_ouroboros_dualcast_delay"    "SPELL DELAY:"
	"DOTA_Tooltip_ability_ouroboros_dualcast_mana_cost"    "%MANA COST:"
		"DOTA_Tooltip_modifier_dualcast"    "Dualcast"
		"DOTA_Tooltip_modifier_dualcast_description"    "When toggled on, Spells are cast twice in quick succession."

///////////////////////////////////////////////////////
// Paragon
///////////////////////////////////////////////////////

	"npc_dota_hero_omniknight"    "Paragon"
	"npc_dota_hero_omniknight_bio"    ""
	"npc_dota_hero_omniknight_hype"    "A healer of mind and body, and a destroyer of his enemies, Paragon can entirely negate damage with his Tranquil Seal, staunchly defend himself with Divine Armour, heal his allies or damage his enemies with Cleanse, and inflict massive amounts of Pure damage globally with Smite."


	"DOTA_Tooltip_ability_special_bonus_paragon_1"    "Cleanse Stacking 10% Heal Amp (45s)"

	"DOTA_Tooltip_ability_special_bonus_paragon_2"    "+1s Divine Armour Duration"

	"DOTA_Tooltip_ability_special_bonus_paragon_3"    "Tranquil Seal 40 HP Regen/-Regen"

	"DOTA_Tooltip_ability_special_bonus_paragon_4"    "50% Damage Mini-Smite On Ally Death"

	"DOTA_Tooltip_ability_special_bonus_paragon_5"    "Cleanse Applies Basic Dispel"

	"DOTA_Tooltip_ability_special_bonus_paragon_6"    "+4s Tranquil Seal Duration"

	"DOTA_Tooltip_ability_special_bonus_paragon_7"    "Cleanse Can Target Buildings (50%)"

	"DOTA_Tooltip_ability_paragon_cleanse"    "Cleanse"
	"DOTA_Tooltip_ability_paragon_cleanse_description"    "Heals an ally or deals damage to an enemy.  Additionally heals allies in a radius around them for a smaller amount."
	"DOTA_Tooltip_ability_paragon_cleanse_Note0"    "Secondary Heal does not affect the primary target."
	"DOTA_Tooltip_ability_paragon_cleanse_Lore"    "The Paragon must learn to cleanse both his allies and his enemies of their worldly anchors."
	"DOTA_Tooltip_ability_paragon_cleanse_heal"    "HEAL/DAMAGE:"
	"DOTA_Tooltip_ability_paragon_cleanse_secondary"    "SECONDARY HEAL:"
		"DOTA_Tooltip_modifier_cleanse_heal_amp_display"    "Cleanse Heal Amp"
		"DOTA_Tooltip_modifier_cleanse_heal_amp_display_description"    "All healing amplified for this unit."

	"DOTA_Tooltip_ability_paragon_tranquility_seal"    "Tranquility Seal"
	"DOTA_Tooltip_ability_paragon_tranquility_seal_description"    "The target is sealed, preventing them from dealing or receiving damage for the duration.\nCan be cast on Buildings."
	"DOTA_Tooltip_ability_paragon_tranquility_seal_Lore"    "Sometimes the simplest of seals are the most effective."
	"DOTA_Tooltip_ability_paragon_tranquility_seal_duration"    "DURATION:"
	"DOTA_Tooltip_ability_paragon_tranquility_seal_range"    "CAST RANGE:"
		"DOTA_Tooltip_modifier_tranquility_seal"    "Cannot deal or receive damage."
		"DOTA_Tooltip_modifier_tranquility_seal_description"    ""

	"DOTA_Tooltip_ability_paragon_divine_armour"    "Divine Armour"
	"DOTA_Tooltip_ability_paragon_divine_armour_Description"    "After reaching a threshold of damage, Paragon's Armour unleashes a blast of light, damaging nearby enemies based on their Maximum Health, and causing him to take less damage for a short time afterwards. Disabled by Break."
	"DOTA_Tooltip_ability_paragon_divine_armour_radius"    "RADIUS:"
	"DOTA_Tooltip_ability_paragon_divine_armour_damage_heal"    "%DAMAGE:"
	"DOTA_Tooltip_ability_paragon_divine_armour_threshold"    "THRESHOLD:"
	"DOTA_Tooltip_ability_paragon_divine_armour_damage_block_duration"    "DAMAGE REDUCTION DURATION:"
	"DOTA_Tooltip_ability_paragon_divine_armour_damage_reduction"    "%DAMAGE REDUCTION:"
		"DOTA_Tooltip_modifier_divine_armour_lua"    "Divine Armour"
		"DOTA_Tooltip_modifier_divine_armour_lua_description"    "Damage threshold nearly reached."
		"DOTA_Tooltip_modifier_divine_armour_block_lua"    "Divine Armour"
		"DOTA_Tooltip_modifier_divine_armour_block_lua_description"    "Taking reduced damage for a short time."

	"DOTA_Tooltip_ability_paragon_smite"    "Smite"
	"DOTA_Tooltip_ability_paragon_smite_description"    "The Paragon calls forth a divine bolt to strike the targeted enemy. Global.\n\nUpgradable by Aghanim's Scepter."
	"DOTA_Tooltip_ability_paragon_smite_aghanim_description"    "Damage increase. Adds bonus damage if the target was the last person to kill a member of your team."
	"DOTA_Tooltip_ability_paragon_smite_Lore"    "While the Paragon is pure in soul, retribution leaves a sweet taste on the tongue."
	"DOTA_Tooltip_ability_paragon_smite_damage"    "DAMAGE:"
	"DOTA_Tooltip_ability_paragon_smite_scepter_damage"    "SCEPTER DAMAGE:"
	"DOTA_Tooltip_ability_paragon_smite_scepter_damage_bonus"    "SCEPTER BONUS DAMAGE:"

///////////////////////////////////////////////////////
// Phantasm
///////////////////////////////////////////////////////

	"npc_dota_hero_spectre"    "Phantasm"
	"npc_dota_hero_spectre_bio"    ""
	"npc_dota_hero_spectre_hype"    "A spectral form that can barely be perceived, Phantasm may be fragile, but she is an incredibly powerful manfighter and late game carry. Possessing a cleave that increases its damage the more times it hits, an excellent scaling AoE nuke/slow that is based on her Attribute total, a devastating critical strike that deals more damage the lower Health the target is on, and a long range teleport that allows her to quickly close the distance against even the most elusive foes, Phantasm is a powerful and terrifying Hero."


	"DOTA_Tooltip_ability_special_bonus_phantom_1"    "+7% Deathstrike Threshold"

	"DOTA_Tooltip_ability_special_bonus_phantom_2"    "+1.75s Soul Wave Slow"

	"DOTA_Tooltip_ability_special_bonus_phantom_3"    "Nightmare 300 AoE"
	"DOTA_Tooltip_ability_special_bonus_phantom_3_Description"    "Nightmare affects all enemies in the AoE on cast."

	"DOTA_Tooltip_ability_phantom_shadowstep"    "Shadowstep"
	"DOTA_Tooltip_ability_phantom_shadowstep_description"    "Phantasm weaves herself into the shadows, appearing behind a target enemy after a delay and gaining bonus movespeed and evasion. If she is stunned or Silenced during the delay, the Spell does not complete. Global."
	"DOTA_Tooltip_ability_phantom_shadowstep_duration"    "DURATION:"
	"DOTA_Tooltip_ability_phantom_shadowstep_bonus_movespeed"    "%BONUS MOVESPEED:"
	"DOTA_Tooltip_ability_phantom_shadowstep_bonus_evasion"    "%BONUS EVASION:"
	"DOTA_Tooltip_ability_phantom_shadowstep_Lore"    "As twisted a nightmare the Phantasm may be, she insists that it's nothin' personal, kid."
		"DOTA_Tooltip_modifier_shadowstep"    "Shadowstep"
		"DOTA_Tooltip_modifier_shadowstep_description"    "Increased movement speed and evasion."
		"DOTA_Tooltip_modifier_shadowstep_delay"    "Shadowstep"
		"DOTA_Tooltip_modifier_shadowstep_delay_description"    "About to jump to your target Hero. Get ready!"

	"DOTA_Tooltip_ability_phantom_soul_wave"    "Soul Wave"
	"DOTA_Tooltip_ability_phantom_soul_wave_description"    "Emits a shockwave from Phantasm that deals Magical damage. She regains a portion of the damage dealt to all units as Health, after reductions and amplifications."
	"DOTA_Tooltip_ability_phantom_soul_wave_damage"    "DAMAGE:"
	"DOTA_Tooltip_ability_phantom_soul_wave_mult"    "%DAMAGE TO HEALING:"
	"DOTA_Tooltip_ability_phantom_soul_wave_slow_duration"    "DURATION:"
	"DOTA_Tooltip_ability_phantom_soul_wave_slow"    "%SLOW:"
	"DOTA_Tooltip_ability_phantom_soul_wave_radius"    "RADIUS:"
		"DOTA_Tooltip_modifier_soul_wave"    "Soul Wave"
		"DOTA_Tooltip_modifier_soul_wave_description"    "Movement speed slowed slightly."

	"DOTA_Tooltip_ability_phantom_deathstrike"    "Deathstrike"
	"DOTA_Tooltip_ability_phantom_deathstrike_description"    "The Phantasm's strikes are much more effective against targets close to death, dealing bonus Physical damage based upon their missing Health when below a threshold."
	"DOTA_Tooltip_ability_phantom_deathstrike_Lore"    "Her banishment from the material plane had some unintended side effects; such as the ability to strike directly at the soul of her targets."
	"DOTA_Tooltip_ability_phantom_deathstrike_threshold"    "%THRESHOLD:"
	"DOTA_Tooltip_ability_phantom_deathstrike_bonus_damage"    "%MISSING HEALTH AS DAMAGE:"

	"DOTA_Tooltip_ability_phantom_nightmare"    "Nightmare"
	"DOTA_Tooltip_ability_phantom_nightmare_description"    "The Phantasm inflicts a terrible nightmare upon the target enemy. The nightmare prevents them from targeting Phantasm with Spells, Items, or attacks, and prevents the target from being targeted by their allies' Spells and Items."
	"DOTA_Tooltip_ability_phantom_nightmare_duration"    "DURATION:"
		"DOTA_Tooltip_modifier_nightmare"    "Nightmare"
		"DOTA_Tooltip_modifier_nightmare_description"    "Unable to target the caster with Spells, Items or attacks."
		"DOTA_Tooltip_modifier_nightmare_caster"    "Nightmare"
		"DOTA_Tooltip_modifier_nightmare_caster_description"    "Units afflicted with the Nightmare debuff cannot target you with Spells, Items or attacks."

///////////////////////////////////////////////////////
// 
///////////////////////////////////////////////////////

	"npc_dota_hero_life_stealer"    ""


///////////////////////////////////////////////////////
// 
///////////////////////////////////////////////////////

	"npc_dota_hero_phantom_lancer"    ""


///////////////////////////////////////////////////////
// Ptolemy
///////////////////////////////////////////////////////

	"npc_dota_hero_leshrac"    "Ptolemy"
	"npc_dota_hero_leshrac_bio"    ""
	"npc_dota_hero_leshrac_hype"    "A master of late-game shenanigans, Ptolemy is a deadly scaling Intelligence core that can fire blades of light (Mirror Blade), convert Physical damage to Magical damage (Enthrall), force the target's soul out of their body (Astralise), and turn their Mana pool into a bomb (Expunge)."


	"DOTA_Tooltip_ability_special_bonus_ptomely_1"    "+10% Enthrall Magic Res Reduction"

	"DOTA_Tooltip_ability_special_bonus_ptomely_2"    "+2 Mirror Blades"

	"DOTA_Tooltip_ability_special_bonus_ptomely_3"    "+2s Astralise Duration"

	"DOTA_Tooltip_ability_ptomely_astralise"    "Astralise"
	"DOTA_Tooltip_ability_ptomely_astralise_Description"    "The targeted unit has its soul removed from its body, dealing damage to enemies, and emitting pulses that heal allies and damage enemies. Deals damage based on a percentage of the target's Intelligence. Heals for half the amount."
	"DOTA_Tooltip_ability_ptomely_astralise_Note0"    "There is a 0.5s delay before pulses start."
